"dt","day_type","idx"
"2022-08-21","Weekend / Holiday",1.4603391563604824
"2022-08-22","Weekday",1.52341509
"2022-08-23","Weekday",1.52341509
"2022-08-24","Weekday",1.51970451
"2022-08-25","Weekday",1.3569497195859068
"2022-08-26","Weekday",1.51413864
"2022-08-27","Weekend / Holiday",1.5580385
"2022-08-28","Weekend / Holiday",1.554791
"2022-08-29","Weekday",1.50609905
"2022-08-30","Weekday",1.2591181882153009
"2022-08-31","Weekday",1.49991475
"2022-09-01","Weekday",1.49558574
"2022-09-02","Weekday",1.49373045
"2022-09-03","Weekend / Holiday",1.536605
"2022-09-04","Weekend / Holiday",1.5333575
"2022-09-05","Weekend / Holiday",1.53011
"2022-09-06","Weekday",1.48259871
"2022-09-07","Weekday",1.47950656
"2022-09-08","Weekday",1.47641441
"2022-09-09","Weekday",1.4720854
"2022-09-10","Weekend / Holiday",1.5151715
"2022-09-11","Weekend / Holiday",1.3544443829707393
"2022-09-12","Weekday",1.1937172659414785
"2022-09-13","Weekday",1.46095366
"2022-09-14","Weekday",1.45786151
"2022-09-15","Weekday",1.36481436
"2022-09-16","Weekday",1.45167721
"2022-09-17","Weekend / Holiday",1.492439
"2022-09-18","Weekend / Holiday",1.2868426685232652
"2022-09-19","Weekday",1.44240076
"2022-09-20","Weekday",1.43930861
"2022-09-21","Weekday",1.43621646
"2022-09-22","Weekday",1.38274951
"2022-09-23","Weekday",1.31488976
"2022-09-24","Weekend / Holiday",1.3351325
"2022-09-25","Weekend / Holiday",0.8451079041465345
"2022-09-26","Weekday",1.0220902599431891
"2022-09-27","Weekday",0.9851625445768665
"2022-09-28","Weekday",1.22386681
"2022-09-29","Weekday",1.18119446
"2022-09-30","Weekday",1.23207531
"2022-10-01","Weekend / Holiday",1.336868
"2022-10-02","Weekend / Holiday",1.187462
"2022-10-03","Weekday",1.18321866
"2022-10-04","Weekday",1.27727791
"2022-10-05","Weekday",1.39292636
"2022-10-06","Weekday",1.37184321
"2022-10-07","Weekday",1.132197457021962
"2022-10-08","Weekend / Holiday",1.0857675
"2022-10-09","Weekend / Holiday",1.261952
"2022-10-10","Weekend / Holiday",1.1608325
"2022-10-11","Weekday",1.27784049
"2022-10-12","Weekday",1.092029028215301
"2022-10-13","Weekday",0.7873716878537044
"2022-10-14","Weekday",0.9198619500856522
"2022-10-15","Weekend / Holiday",1.0389951563604825
"2022-10-16","Weekend / Holiday",1.158309
"2022-10-17","Weekday",0.88722576
"2022-10-18","Weekday",0.7555857996220064
"2022-10-19","Weekday",0.8271050998110032
"2022-10-20","Weekday",0.8986244
"2022-10-21","Weekday",1.09219639
"2022-10-22","Weekend / Holiday",1.277476
"2022-10-23","Weekend / Holiday",1.1654215
"2022-10-24","Weekday",1.1921028
"2022-10-25","Weekday",1.15302865
"2022-10-26","Weekday",0.7521960645067923
"2022-10-27","Weekday",0.99335861
"2022-10-28","Weekday",0.95490289
"2022-10-29","Weekend / Holiday",1.1064555
"2022-10-30","Weekend / Holiday",1.0141415
"2022-10-31","Weekday",0.7520237012738941
"2022-11-01","Weekday",1.1433041368362435
"2022-11-02","Weekday",0.9363514468362435
"2022-11-03","Weekday",1.0508192268362435
"2022-11-04","Weekday",1.1652870068362435
"2022-11-05","Weekend / Holiday",1.1946946325321737
"2022-11-06","Weekend / Holiday",1.1414645
"2022-11-07","Weekday",1.0758366
"2022-11-08","Weekday",0.91318679
"2022-11-09","Weekday",0.9257243
"2022-11-10","Weekday",1.12177001
"2022-11-11","Weekday",0.6865862624682114
"2022-11-12","Weekend / Holiday",0.9545163775107246
"2022-11-13","Weekend / Holiday",0.7032445
"2022-11-14","Weekday",0.7550349
"2022-11-15","Weekday",0.3826813299431892
"2022-11-16","Weekday",0.40238055127389405
"2022-11-17","Weekday",0.65046234
"2022-11-18","Weekday",0.67379445
"2022-11-19","Weekend / Holiday",0.5136015
"2022-11-20","Weekend / Holiday",0.430093
"2022-11-21","Weekday",0.82233275
"2022-11-22","Weekday",0.72692426
"2022-11-23","Weekday",0.7868568
"2022-11-24","Weekday",0.70584111
"2022-11-25","Weekday",0.7196156123009118
"2022-11-26","Weekend / Holiday",0.849371
"2022-11-27","Weekend / Holiday",0.5277956146096497
"2022-11-28","Weekday",0.69482175
"2022-11-29","Weekday",0.78292146
"2022-11-30","Weekday",0.24691500865282942
"2022-12-01","Weekday",0.60053774
"2022-12-02","Weekday",0.6228486168482511
"2022-12-03","Weekend / Holiday",0.6039828875536227
"2022-12-04","Weekend / Holiday",0.571311
"2022-12-05","Weekday",0.74187964
"2022-12-06","Weekday",0.76161355
"2022-12-07","Weekday",0.82514429
"2022-12-08","Weekday",0.74176726
"2022-12-09","Weekday",0.5642186
"2022-12-10","Weekend / Holiday",0.462866
"2022-12-11","Weekend / Holiday",0.28791998454072376
"2022-12-12","Weekday",0.48320291
"2022-12-13","Weekday",0.53357771
"2022-12-14","Weekday",0.55033185
"2022-12-15","Weekday",-0.08693217491728247
"2022-12-16","Weekday",0.4298908459414785
"2022-12-17","Weekend / Holiday",0.5480355
"2022-12-18","Weekend / Holiday",0.5113335
